strongs	source	gloss
H2237	strongs_he	perhaps to diffuse, i.e. (specifically) to sneeze
H2238	bdb	זֶ֫רֶשׁ n.pr.f. wife of Haman
H2238	strongs_he	Zeresh, Haman's wife
H2239	bdb	span
H2239	strongs_he	the spread of the fingers, i.e. a span
H2240	bdb	זַתּוּא n.pr.m. head of a family of returned exiles
H2240	strongs_he	Zattu, an Israelite
H2241	bdb	זֵתָם n.pr.m. a Levite (Gershonite)
H2241	strongs_he	Zetham, an Israelite
H2242	bdb	זֵתַר n.pr.m. an eunuch of Ahasuerus Est 1:10
H2242	strongs_he	Zethar, a eunuch of Xerxes
H2243	bdb	bosom
H2243	strongs_he	properly, a cherisher, i.e. the bosom
H2244	bdb	withdraw, hide; hide oneself; have been hidden; hide; be hidden; draw back, hide oneself, draw together, thicken, harden; draw back, hide oneself; draw together, thicken, harden
H2244	strongs_he	to secrete
H2245	bdb	love
H2245	strongs_he	properly, to hide (as in the bosom), i.e. to cherish (with affection)
H2246	bdb	חֹבָב n.pr.m. son of Reuel
H2246	strongs_he	Chobab, father-in-law of Moses
H2247	bdb	withdraw, hide; withdraw; withdraw, hide oneself
H2247	strongs_he	to secrete
H2248	bdb	hurtful act; crime
H2248	strongs_he	properly, overthrown, i.e. (morally) crime
H2249	bdb	חָבוֹר n.pr.fl. flowing into Euphrates
H2249	strongs_he	Chabor, a river of Assyria
H2250	bdb	stripe; blow
H2250	strongs_he	properly, bound (with stripes), i.e. a weal (or black-and-blue mark itself)
H2251	bdb	beat off, beat out; beat off, beat out; beat off; beat out
H2251	strongs_he	to knock out or off
H2252	bdb	חֲבַיָה n.pr.m. head of a priestly family
H2252	strongs_he	Chabajah, an Israelite
H2253	bdb	hiding; hiding-place; veil; envelope
H2253	strongs_he	a concealment
H2254	bdb	act (ruinously) corruptly; act corruptly; shall be ruined; ruin, destroy; be ruined, broken; bind, pledge; bind, bind; bind; bind; becometh pledged to it; writhe, twist, travail
H2254	strongs_he	to wind tightly (as a rope), i.e. to bind; specifically, by a pledge; figuratively, to pervert, destroy; also to writhe in pain (especially of parturition)
H2255	bdb	destroy, hurt; be destroyed
H2255	strongs_he	to ruin
H2256	bdb	pain, pang; pains of travail; cord, territory, band; cord, rope; measuring-cord, line; measured portion, lot, part, region; band, company; destruction; union; binders
H2256	strongs_he	a rope (as twisted), especially a measuring line; by implication, a district or inheritance (as measured); or a noose (as of cords); figuratively, a company (as if tied together); a throe (especially of parturition); also ruin
H2257	bdb	hurt; injury
H2257	strongs_he	harm (personal or pecuniary)
H2258	bdb	pledge; [חֲבֹלָה] n.f. id. [h.af.ad]—Ez 18:7.
H2258	strongs_he	a pawn (as security for debt)
H2259	bdb	sailor; rope
H2259	strongs_he	a sailor
H2260	bdb	mast; corded; roped
H2260	strongs_he	a mast
H2261	bdb	meadow-saffron; crocus
H2261	strongs_he	probably meadow-saffron
H2262	bdb	חֲבַצִּנְיָה n.pr.m. a Rechabite Je 35:3
H2262	strongs_he	Chabatstsanjah, a Rechabite
H2263	bdb	clasp, embrace; embrace; embrace
H2263	strongs_he	to clasp (the hands or in embrace)
H2264	bdb	a clasping; folding
H2264	strongs_he	a clasping of the hands (in idleness)
H2265	bdb	חֲבַקּוּק n.pr.m. the prophet Habakkuk
H2265	strongs_he	Chabakkuk, the prophet
H2266	bdb	unite, be joined, tie a magic knot, spell, charm; unite, be joined, tie magic knots, charm; unite, be joined; tie magic knots, charm; make an ally of, unite, unite, join; make an ally of, unite; unite, join; be allied with, be united to, be joined together; be allied with, be united to; be allied with; be united to; be joined together; I could make a joining with words; join oneself, make an alliance
H2266	strongs_he	to join (literally or figuratively); specifically (by means of spells) to fascinate
H2267	bdb	company; association; spell
H2267	strongs_he	a society; also a spell
H2268	bdb	חֶ֫בֶר, חֵ֫בֶר n.pr.m. the Kenite, husband of Deborah a man of Asher name in Judah a Benjamite
H2268	strongs_he	Cheber, the name of a Kenite and of three Israelites
H2269	bdb	fellow; comrade
H2269	strongs_he	an associate
H2270	bdb	united, associate, companion; united; associate, fellow; companion
H2270	strongs_he	an associate
H2271	bdb	associate; partner
H2271	strongs_he	a partner
H2272	bdb	stripe; mark
H2272	strongs_he	a streak (like a line), as on the tiger
H2273	bdb	fellow
H2273	strongs_he	an associate
H2274	bdb	association; company
H2274	strongs_he	association
H2275	bdb	חֶבְרוֹן n.pr.m. grandson of Levi name in Caleb's family; Hebron; association; league
H2275	strongs_he	Chebron, a place in Palestine, also the name of two Israelites
H2276	bdb	חֶבְרוֹנִי, חֶבְרֹנִי adj.gent. alw. c. art. as subst. coll.
H2276	strongs_he	Chebronite (collectively), an inhabitant of Chebron
H2277	bdb	חֶבְרִי adj.gent. of 2. supr., only c. art. = n. coll. Nu 26:45
H2277	strongs_he	a Chebrite (collectively) or descendants of Cheber
H2278	bdb	consort
H2278	strongs_he	a consort
H2279	bdb	a thing that joins; is joined
H2279	strongs_he	a joint
H2280	bdb	bind, bind on, bind up; bind, bind on, bind up; bind, bind on; bind up; bind, restrain; be bound up
H2280	strongs_he	to wrap firmly (especially a turban, compress, or saddle); figuratively, to stop, to rule
H2281	bdb	flat cakes; bread-wafers
H2281	strongs_he	something fried, probably a griddle-cake
H2282	bdb	festival-gathering, feast, pilgrim-feast; feast; festival sacrifice
H2282	strongs_he	a festival, or a victim therefor
H2283	bdb	reeling
H2283	strongs_he	properly, vertigo, i.e. (figuratively) fear
H2284	bdb	locust; grasshopper
H2284	strongs_he	a locust
H2285	bdb	חָגָב n.pr.m. head of family of returning exiles Ezr 2:46
H2285	strongs_he	Chagab, one of the Nethinim
H2286	bdb	חֲגָבָא n.pr.m. head of a family of returning exiles Ne 7:48; חֲגָבָה n.pr.m. head of a family of returning exiles Ezr 2:45
H2286	strongs_he	Chagaba or Chagabah, one of the Nethinim
H2287	bdb	make a pilgrimage; keep a pilgrim-feast
H2287	strongs_he	properly, to move in a circle, i.e. (specifically) to march in a sacred procession, to observe a festival; by implication, to be giddy
H2288	bdb	places of concealment; retreats
H2288	strongs_he	a rift in rocks
H2289	bdb	girt; girded
H2289	strongs_he	belted
H2290	bdb	belt; girdle; girdle; loin-covering; belt
H2290	strongs_he	a belt (for the waist)
H2291	bdb	festal
H2291	strongs_he	Chaggi, an Israelite; also (patronymically) a Chaggite, or descendant of the same
H2292	bdb	festal; חַגַּי n.pr.m. prophet (BH id.)
H2292	strongs_he	Chaggai, a Hebrew prophet
H2293	bdb	feast of Yah
H2293	strongs_he	Chaggijah, an Israelite
H2294	bdb	festal
H2294	strongs_he	Chaggith, a wife of David
H2295	bdb	partridge
H2295	strongs_he	Choglah, an Israelitess
H2296	bdb	gird; gird on; gird oneself
H2296	strongs_he	to gird on (as a belt, armor, etc.)
H2297	bdb	חַד adj. = אֶחָד Ez 33:30 del Co, cf. 𝔊.
H2297	strongs_he	one
H2298	bdb	one
H2298	strongs_he	as card. one; as article single; as an ordinal, first; adverbially, at once
H2299	bdb	sharp
H2299	strongs_he	sharp
H2300	bdb	be sharp, keen; are keener than evening wolves; sharpeneth; be sharpened; be, grow sharp; grow sharp; sharpen
H2300	strongs_he	to be (causatively, make) sharp or (figuratively) severe
H2301	bdb	חֲדַד n.pr.m. a son of Ishmael
H2301	strongs_he	Chadad, an Ishmaelite
H2302	bdb	rejoice; rejoice; thou makest him joyful
H2302	strongs_he	to rejoice
H2303	bdb	sharpened; sharp; pointed
H2303	strongs_he	a point
H2304	bdb	joy
H2304	strongs_he	rejoicing
H2305	bdb	joy
H2305	strongs_he	joy.
H2306	bdb	breast
H2306	strongs_he	a breast
H2307	bdb	חָדִיד n.pr.loc. in Benj.
H2307	strongs_he	Chadid, a place in Palestine
H2308	bdb	cease; cease, come to an end, cease, leave off; cease, come to an end; cease, leave off; should I be made to leave
H2308	strongs_he	properly, to be flabby, i.e. (by implication) desist; (figuratively) be lacking or idle
H2309	bdb	cessation
H2309	strongs_he	rest, i.e. the state of the dead
H2310	bdb	forbearing; lacking
H2310	strongs_he	vacant, i.e. ceasing or destitute
H2311	bdb	חַדְלָ֑י n.pr.m. an Ephraimite, 2 Ch 28:12
H2311	strongs_he	Chadlai, an Israelite
H2312	bdb	brier
H2312	strongs_he	a prickly plant
H2313	bdb	Tigris
H2313	strongs_he	the Chiddekel (or Tigris) river
H2314	bdb	surround; enclose
H2314	strongs_he	properly, to inclose (as a room), i.e. (by analogy,) to beset (as in a siege)
H2315	bdb	chamber; room
H2315	strongs_he	an apartment (usually literal)
H2316	bdb	חֲדַד n.pr.m. a son of Ishmael
H2316	strongs_he	Chadar, an Ishmaelite
H2317	bdb	חַדְרָ֔ךְ n.pr.terr. only Zc 9:1
H2317	strongs_he	Chadrak, a Syrian deity
H2318	bdb	renew, repair; renew, make anew, repair; renew, make anew; repair; thy youth reneweth itself, like the eagle
H2318	strongs_he	to be new; causatively, to rebuild
H2319	bdb	new
H2319	strongs_he	new
H2320	bdb	newness; new moon; month
H2320	strongs_he	the new moon; by implication, a month
H2321	bdb	חֹ֫דֶשׁ n.pr.f. a wife of Shaharaim of Benj. 1 Ch 8:9
H2321	strongs_he	Chodesh, an Israelitess
H2322	bdb	חֲדָשָׁה n.pr.loc. town in Judah Jos 15:37 (site unknown, cf. Di).
H2322	strongs_he	Chadashah, a place in Palestine
H2323	bdb	new
H2323	strongs_he	new
H2324	bdb	declare
H2324	strongs_he	to show
H2325	bdb	be guilty; inculpate
H2325	strongs_he	properly, perhaps to tie, i.e. (figuratively and reflexively) to owe, or (by implication) to forfeit
H2326	bdb	debt
H2326	strongs_he	debt
H2327	bdb	חוֹבָה n.pr.loc. Gn 14:15, north of Damascus
H2327	strongs_he	Chobah, a place in Syria
H2328	bdb	draw round; make a circle
H2328	strongs_he	to describe a circle
H2329	bdb	vault
H2329	strongs_he	a circle
H2330	bdb	propound a riddle
H2330	strongs_he	properly, to tie a knot, i.e. (figuratively) to propound a riddle
H2331	bdb	tell; declare
H2331	strongs_he	properly, to live; by implication (intensively) to declare or show
H2332	bdb	life
H2332	strongs_he	Chavvah (or Eve), the first woman
H2333	bdb	tent-village
H2333	strongs_he	by implication, an encampment or village
H2334	bdb	tent-village
H2334	strongs_he	hamlets of Jair, a region of Palestine
H2335	bdb	seer; seer; vision
H2335	strongs_he	Chozai, an Israelite
H2336	bdb	brier; bramble; hook; ring; fetter
H2336	strongs_he	a thorn; by analogy, a ring for the nose
H2337	bdb	brier; bramble; hook; ring; fetter
H2337	strongs_he	a dell or crevice (as if pierced in the earth)
H2338	bdb	repair
H2338	strongs_he	to string together, i.e. (figuratively) to repair
H2339	bdb	thread; cord; line
H2339	strongs_he	a string; by implication, a measuring tape
H2340	bdb	villagers
H2340	strongs_he	a Chivvite, one of the aboriginal tribes of Palestine
H2341	bdb	חֲוִילָה n.pr.terr. (√ dub.)
H2341	strongs_he	Chavilah, the name of two or three eastern regions; also perhaps of two men
H2342	bdb	whirl, dance, writhe; dance, twist, writhe, whirl, whirl about; dance; twist, writhe; whirl, whirl about; dance, writhe, with, bear, bring forth, wait anxiously; dance; writhe, with, bear, bring forth; wait anxiously; be made to writhe, be brought forth; be made to writhe; be brought forth; cause to be in anguish; be born; whirling, writhing, suffering torture, wait longingly; whirling; writhing, suffering torture; wait longingly; and she writhed; be firm; strong
H2342	strongs_he	properly, to twist or whirl (in a circular or spiral manner), i.e. (specifically) to dance, to writhe in pain (especially of parturition) or fear; figuratively, to wait, to pervert
H2343	bdb	חוּל n.pr.m. a ‘son’ of Aram
H2343	strongs_he	Chul, a son of Aram; also the region settled by him
H2344	bdb	sand; whirling
H2344	strongs_he	sand (as round or whirling particles)
H2345	bdb	darkened; dark brown; black
H2345	strongs_he	sunburnt or swarthy (blackish)
H2346	bdb	wall, protection; wall; wall
H2346	strongs_he	a wall of protection
H2347	bdb	pity; look upon with compassion
H2347	strongs_he	properly, to cover, i.e. (figuratively) to compassionate
H2348	bdb	shore; coast; surrounding; enclosing
H2348	strongs_he	a cove (as a sheltered bay)
H2349	bdb	חוּפָם n.pr.m. head of Benjamite family Nu 26:39
H2349	strongs_he	Chupham, an Israelite
H2350	bdb	חוּפָמִי adj.gent. of foregoing [h.bh.af], c. art. = n. coll. הַח׳ Nu 26:39.
H2350	strongs_he	a Chuphamite or descendant of Chupham
H2351	bdb	the outside; a street
H2351	strongs_he	properly, separate by a wall, i.e. outside, outdoors
H2352	bdb	חֻר, חוּר n.[m.] id. [חֹר]
H2352	strongs_he	the crevice of a serpent; the cell of a prison
H2353	bdb	white stuff
H2353	strongs_he	white linen
H2354	bdb	חוּר n.pr.m. named with Aaron as compan. of Moses a Judahite a king of Midian head of fam. of returned exiles officer of Sol.
H2354	strongs_he	Chur, the name of four Israelites and one Midianite
H2355	bdb	white stuff
H2355	strongs_he	white linen
H2356	bdb	hole
H2356	strongs_he	a cavity, socket, den
H2357	bdb	be; grow white; pale
H2357	strongs_he	to blanch (as with shame)
H2358	bdb	white
H2358	strongs_he	white
H2359	bdb	חוּרִי n.pr.m. a Gileadite (of Gad) 1 Ch 5:14
H2359	strongs_he	Churi, an Israelite
H2360	bdb	חוּרַי n.pr.m. a hero of David
H2360	strongs_he	Churai, an Israelite
H2361	bdb	Hiram
H2361	strongs_he	Churam, the name of an Israelite and two Syrians
H2362	bdb	חַוְרָן n.pr.terr. (meaning unknown)—district SE. fr. Mt. Hermon, extending between Jaulan and Lejah, toward Syr. desert; only Ez 47:16
H2362	strongs_he	Chavran, a region East of the Jordan
H2363	bdb	feel; enjoy; haste, make haste; make haste; shew haste, act quickly, I will hasten it; shew haste, act quickly; I will hasten it
H2363	strongs_he	to hurry; figuratively, to be eager with excitement or enjoyment
H2364	bdb	חוּשָׁה n.pr.m. a ‘son’ of חוּר = place in Judah 1 Ch 4:4.
H2364	strongs_he	Chushah, an Israelite
H2365	bdb	חוּשַׁי n.pr.m. called friend of David father of one of Solomon’s officers.
H2365	strongs_he	Chushai, an Israelite
H2366	bdb	חוּשִׁים, חֻשִׁים n.pr.f. wife of Shaharaim of Benjamin; חֻשִׁים n.pr.m. of Dan
H2366	strongs_he	Chushim, the name of three Israelites
H2367	bdb	חֻשָׁם, חוּשָׁם n.pr.m. a king of Edom
H2367	strongs_he	Chusham, an Idumaean
H2368	bdb	seal; signet-ring
H2368	strongs_he	a signature-ring
H2369	bdb	חוֹתָם n.pr.m. nam of Asher father of two of David’s heroes
H2369	strongs_he	Chotham, the name of two Israelites
H2370	bdb	see; behold
H2370	strongs_he	to gaze upon; mentally to dream, be usual (i.e. seem)
H2371	bdb	Ēl sees
H2371	strongs_he	Chazael, a king of Syria
H2372	bdb	see, behold; see, behold, see as a seer in the ecstatic state, see, perceive; see, behold; see as a seer in the ecstatic state; see, perceive
H2372	strongs_he	to gaze at; mentally to perceive, contemplate (with pleasure); specifically, to have a vision of
H2373	bdb	breast
H2373	strongs_he	the breast (as most seen in front)
H2374	bdb	seer; seer; vision
H2374	strongs_he	a beholder in vision; also a compact (as looked upon with approval)
H2375	bdb	חֲזוֹ n.pr.m. son of Nahor
H2375	strongs_he	Chazo, a nephew of Abraham
H2376	bdb	vision; appearance
H2376	strongs_he	a sight
H2377	bdb	vision; vision; vision; divine communication in a vision, oracle, prophecy; vision
H2377	strongs_he	a sight (mentally), i.e. a dream, revelation, or oracle
H2378	bdb	in the visions; of Iddo
H2378	strongs_he	a revelation
H2379	bdb	sight; visibility
H2379	strongs_he	a view
H2380	bdb	vision; conspicuousness
H2380	strongs_he	a look; hence (figuratively) striking appearance, revelation, or (by implication) compact
H2381	bdb	vision of Ēl
H2381	strongs_he	Chaziel, a Levite
H2382	bdb	Yah hath seen
H2382	strongs_he	Chazajah, an Israelite
H2383	bdb	vision
H2383	strongs_he	Chezjon, a Syrian
H2384	bdb	vision; vision; vision; divine communication
H2384	strongs_he	a revelation, expectation by dream
H2385	bdb	bolt; lightning-flash
H2385	strongs_he	a flash of lightning
H2386	bdb	swine; boar
H2386	strongs_he	a hog (perhaps as penned)
